Protein_Name,Protein_Labels,Source,Predicted results,
Q6UIL3,lumen,Publication|PubMed:12960376,lumen,
Q8LAH8,lumen,By Similarity,lumen,
Q93VA3,lumen,Publication,lumen,
Q944B0,lumen,By Similarity,lumen,
F4J3G5,lumen,By Similarity|UniProtKB:F4KHG6,membrane,
O81864,lumen,By Similarity,lumen,
P00111,lumen,By Similarity,,
P0C5D4,lumen,By Similarity|UniProtKB:Q9LU86,lumen,
P0C5D5,lumen,By Similarity|UniProtKB:Q9LU86,stroma,
P51200,lumen,By Similarity,lumen,
Q5S1S6,lumen,By Similarity|UniProtKB:Q9LU86,stroma,
Q6B941,lumen,Manual assertion|HAMAP-Rule:MF_00594,membrane,
Q6UBI3,lumen,By Similarity|UniProtKB:Q9LU86,Plastoglobule,
Q75SY5,lumen,By Similarity|UniProtKB:Q9LU86,Plastoglobule,
Q85FS2,lumen,Manual assertion|HAMAP-Rule:MF_00594,,
Q8LB65,lumen,By Similarity,lumen,
Q8WKJ8,lumen,By Similarity,membrane,
Q9MB14,lumen,By Similarity,lumen,
Q9MB35,lumen,By Similarity|UniProtKB:Q9LU86,envelope,
Q9TLW1,lumen,By Similarity,lumen,
Q5Z5A8,lumen,By Similarity|UniProtKB:O82660,membrane,
Q6YUA8,lumen,By Similarity|UniProtKB:A0A1D6KL43,lumen,
Q9AW48,lumen,By Similarity|UniProtKB:O82660,membrane,
P07753,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P08980,membrane,Publication|PubMed:9438861,membrane,
P0DO18,membrane,Publication,membrane,
P0DO19,membrane,Publication,membrane,
P19366,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P48269,membrane,Publication,membrane,
P56757,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P56761,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P56766,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P69560,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P83755,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q00914,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
Q01908,membrane,By Similarity,membrane,
Q1KVU8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q2V2S7,membrane,By Similarity|UniProtKB:Q9CAC5,membrane,
Q42593,membrane,Publication,envelope,
Q5N800,membrane,Publication|PubMed:17416733,membrane,
Q7SIC9,membrane,By Similarity,membrane,
Q8L540,membrane,"Publication|PubMed:20626653, Publication|PubMed:21781282",membrane,
Q93ZA0,membrane,Publication,membrane,
Q9LU01,membrane,"Publication|PubMed:20807881, Publication|PubMed:20876334",membrane,
Q9LVM2,membrane,By Similarity|UniProtKB:Q9CAC5,envelope,
Q9M3C6,membrane,By Similarity|PubMed:28522455,,
Q9S829,membrane,By Similarity|UniProtKB:Q9CAC5,membrane,
Q9SAU2,membrane,By Similarity|UniProtKB:Q43157,membrane,
Q9SJV5,membrane,Publication|PubMed:11526245,membrane,
Q9SYI0,stroma|membrane,By Similarity|UniProtKB:Q41062,membrane,
Q9XH46,membrane,"Publication|PubMed:10402459, Publication|PubMed:14653819",membrane,
Q9XH75,membrane,By Similarity,membrane,
Q9ZR03,membrane,By Similarity,membrane,
A0A315,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A0T0G9,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A0T0W2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A0ZZ15,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A1E9Q4,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A1E9Y8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A2T309,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A2ZVG7,membrane,By Similarity,membrane,
A4GYN9,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QJ96,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QJI0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QJR4,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QJZ9,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QK85,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QKH2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QKR1,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QL00,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QL86,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QLH5,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A4QLR3,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6BM28,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6H5E4,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6MM16,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6MMA2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6MMI8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6MMS4,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6MVT2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A6YGB8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A7Y395,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A8SE40,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A8Y9F0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
A9L976,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
B0Z4K6,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
B0Z4U0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
B0Z524,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
B0Z5A8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
B1A915,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
B1NWD0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
B1VKF9,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
O36004,membrane,By Similarity,membrane,
O48950,membrane,Publication|PubMed:9367960,membrane,
O49347,membrane,Publication|PubMed:9829828,membrane,
O78446,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
O98679,membrane,"Publication|PubMed:10202810, Publication|PubMed:9448329",membrane,
O98733,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
O98736,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P00823,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P02956,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P02957,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P04998,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P04999,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P05337,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P06450,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P06631,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P06670,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P09752,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P0C157,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P0C1M0,membrane,By Similarity,membrane,
P0C2Z6,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P0C343,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P0C353,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P0C354,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P0C355,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P0C361,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P0C432,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P0C433,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P0C434,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P0C435,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P0C436,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P0C437,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P0CC32,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC33,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD58,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P10098,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P10510,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P10793,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P11601,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P11848,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P12463,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P13910,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P18290,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P24625,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P24725,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P24726,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P26288,membrane,Publication,membrane,
P26289,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
P27201,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P30361,membrane,By Similarity,membrane,
P35860,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P36491,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P41344,stroma|membrane,By Similarity|UniProtKB:Q9FKW6,,
P42046,membrane,By Similarity,membrane,
P48184,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P48187,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P48265,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P49460,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P50155,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P51212,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P56318,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P56753,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
P56755,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
P56767,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P56771,membrane,By Similarity,membrane,
P56777,membrane,Manual assertion|HAMAP-Rule:MF_01495,membrane,
P62090,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P62094,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P69383,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P69416,membrane,By Similarity,membrane,
P69550,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69551,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69556,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69557,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69561,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69562,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69563,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69564,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P69565,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P83756,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
P84862,membrane,Publication,membrane,
Q01366,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q01909,membrane,By Similarity,membrane,
Q02585,membrane,By Similarity,membrane,
Q06FY1,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q06GT0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q06H17,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q06RF1,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q06SD2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q09FY1,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q09G66,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q09MJ8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q09X37,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q0G9N9,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q0G9Y2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q0J8R9,membrane,By Similarity|UniProtKB:Q9XF91,membrane,
Q0P3J1,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q0ZJ40,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q14FH6,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q19VC4,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q1ACM1,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q1KXX9,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q1XDS5,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q20ET2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q2MIC0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q2MIK7,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q2QDA8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q2V4B2,membrane,By Similarity,membrane,
Q2VEJ6,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q2WGI0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q31791,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
Q32389,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q32904,membrane,Publication,membrane,
Q32RM3,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q32RX1,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q33282,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q33C59,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q36718,membrane,Publication,membrane,
Q39108,membrane,Publication,stroma,
Q3BAR4,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q3C1G3,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q3V554,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q3ZJ60,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q40251,membrane,By Similarity,membrane,
Q43843,membrane,By Similarity|UniProtKB:Q43157,membrane,
Q49L18,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q4G3F2,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q5SCW8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q5VQK9,membrane,Publication|PubMed:20876334,membrane,
Q67WJ2,membrane,By Similarity,membrane,
Q68S26,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q69GY7,membrane,By Similarity,membrane,
Q69S39,membrane,By Similarity,membrane,
Q6B929,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q6ENJ7,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q6EW68,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q6H6R9,membrane,By Similarity,membrane,
Q6L3A1,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
Q6L3B5,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q6ZFJ3,stroma|membrane,By Similarity|UniProtKB:Q9FKW6,membrane,
Q70Y17,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q7FNT3,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q7X9A6,membrane,By Similarity,membrane,
Q7YJY8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q85A84,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
Q85AC1,membrane,By Similarity,membrane,
Q85AC9,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
Q85BH5,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q85C23,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q85FH1,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
Q85G47,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
Q85G59,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q85WS3,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q8GTZ9,membrane,Publication|PubMed:12427747,membrane,
Q8LCQ4,membrane,By Similarity|UniProtKB:Q9C639,membrane,
Q8LE59,membrane,Publication,membrane,
Q8M9W3,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q8WI36,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q943K1,membrane,By Similarity|UniProtKB:Q9XF91,membrane,
Q94G16,membrane,"Publication|PubMed:14653819, Publication|PubMed:19854178",membrane,
Q94G17,membrane,"Publication|PubMed:11457457, Publication|PubMed:14653819, Publication|PubMed:19207210, Publication|PubMed:22564412",membrane,
Q9AVE6,membrane,By Similarity,membrane,
Q9BBU3,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q9LD37,membrane,Publication,membrane,
Q9LKU2,membrane,By Similarity,membrane,
Q9MUJ3,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
Q9MUW0,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q9S831,membrane,By Similarity,membrane,
Q9SA56,membrane,By Similarity,membrane,
Q9SDM1,membrane,Publication,membrane,
Q9SQL2,membrane,Publication,membrane,
Q9T351,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q9TJ82,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q9TL35,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q9TNF7,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q9TNF8,membrane,Manual assertion|HAMAP-Rule:MF_01379,membrane,
Q9XFJ8,membrane,Publication|PubMed:10525534,membrane,
Q9ZTP5,membrane,By Similarity|UniProtKB:Q43157,membrane,
A0A075B5G2,membrane,Publication,membrane,
A0A2K3DMP5,membrane,Publication|PubMed:25699588,membrane,
A0A320,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
A0A322,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
A0A330,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
A0A331,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
A0A335,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
A0A338,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
A0A339,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
A0A340,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
A0A342,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
A0A352,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
A0A364,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
A0A382,membrane,By Similarity,membrane,
A0A386,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
A0A387,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
A0A388,membrane,By Similarity,membrane,
A0A389,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
A0A390,membrane,Manual assertion|HAMAP-Rule:MF_01350,membrane,
A0A391,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
A0T097,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
A0T0A3,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
A0T0C6,membrane,Manual assertion|HAMAP-Rule:MF_01378,membrane,
A0T0D2,membrane,Manual assertion|HAMAP-Rule:MF_01347,stroma,
A0T0E7,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
A0T0F1,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
A0T0G5,stroma|membrane,Manual assertion|HAMAP-Rule:MF_01382,membrane,
A0T0L2,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
A0T0L9,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
A0T0M8,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
A0T0N2,membrane,Manual assertion|HAMAP-Rule:MF_01378,membrane,
A0T0P0,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
A0T0P4,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
A0T0R6,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
A0T0T0,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
A0T0U2,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
A0T0V8,stroma|membrane,Manual assertion|HAMAP-Rule:MF_01382,membrane,
A0T0W4,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
A0ZZ20,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
A0ZZ22,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
A0ZZ30,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
A0ZZ31,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
A0ZZ35,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
A0ZZ38,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
A0ZZ39,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
A0ZZ40,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
A0ZZ42,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
A0ZZ52,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
A0ZZ64,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
A0ZZ82,membrane,By Similarity,membrane,
A0ZZ86,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
A0ZZ87,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
A0ZZ88,membrane,By Similarity,membrane,
A0ZZ89,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
A0ZZ90,membrane,Manual assertion|HAMAP-Rule:MF_01350,membrane,
A0ZZ91,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
A1E9I6,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
A1E9I8,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
A1E9J0,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
A1E9J1,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
A1E9J6,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
A1E9Q9,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
A1E9R0,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
A1E9R9,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
A1E9S1,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
A1E9S7,membrane,Manual assertion|HAMAP-Rule:MF_01357,,
A1E9S8,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
A1E9S9,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
A1E9T1,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
A1E9U1,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
A1E9V3,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
A1E9V4,membrane,Manual assertion|HAMAP-Rule:MF_00633,membrane,
A1E9X4,membrane,Manual assertion|HAMAP-Rule:MF_00491,membrane,
A1E9X5,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
A1E9X6,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
A1E9X7,membrane,By Similarity,membrane,
A1E9X8,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
A1E9X9,membrane,Manual assertion|HAMAP-Rule:MF_01350,membrane,
A1E9Y0,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
